wife_familyname_std,husband_familyname_std,year,marriage_number
Priuli,Venier,1729,1
Priuli,Bembo,1407,1
Priuli,Mocenigo,1502,1
Priuli,Grimani,1488,1
Priuli,Savorgnan,1598,1
Priuli,Belegno,1666,1
Priuli,Contarini,1548,1
Priuli,Mocenigo,1482,1
Priuli,Loredan,1483,1
Priuli,Da Mula,1535,1
Priuli,Marcello,1593,1
Priuli,Morosini,1800,1
Priuli,Balbi,1756,1
Priuli,Barbaro,1593,1
Priuli,Capello,1483,1
Priuli,Trevisan,1573,1
Priuli,Contarini,1594,2
Priuli,Priuli,1737,1
Priuli,Nani,1740,2
Priuli,Bondumier,1534,1
Priuli,Pizzamano,1454,1
Priuli,Deddo,1510,1
Priuli,Zeno,1589,1
Priuli,Contarini,1598,1
Priuli,Malipiero,1696,1
Priuli,Venier,1550,1
Priuli,Dolfin,1610,1
Priuli,Michiel,1519,1
Priuli,Venier,1498,1
Priuli,Valaresso,1508,2
Priuli,Donato,1513,3
Priuli,Venier,1556,1
Priuli,Trevisan,1562,1
Priuli,Condulmer,1585,1
Priuli,Pisani,1606,1
Priuli,Mocenigo,1578,1
Priuli,Marin,1724,1
Priuli,Soranzo,1473,1
Priuli,Cavalli,1544,1
Priuli,Giustinian,1433,1
Priuli,Contarini,1559,1
Priuli,Valier,1633,1
Priuli,Contarini,1550,1
Priuli,Deddo,1492,1
Priuli,Bembo,1686,1
Priuli,Correr,1521,1
Priuli,Michiel,1475,1
Priuli,Barbarigo,1421,1
Priuli,Zeno,1632,1
Priuli,Loredan,1650,1
Priuli,Soranzo,,1
Priuli,Correr,1411,1
Priuli,Corner,1611,1
Priuli,Renier,1617,1
Priuli,Morosini,,2
Priuli,Badoer,1613,1
Priuli,Mocenigo,1564,1
Priuli,Dolfin,1773,1
Priuli,Bembo,1699,1
Priuli,Emo,1442,1
Priuli,Erizzo,1473,1
Priuli,Dolfin,1607,1
Priuli,Barbaro,1769,1
Priuli,Minio,1779,1
Priuli,Mora,1743,1
Priuli,Pasqualigo,1501,1
Priuli,Dolfin,1639,1
Priuli,Pasqualigo,1641,2
Priuli,Barbaro,1732,1
Priuli,Correr,1449,1
Priuli,Gussoni,1667,1
Priuli,Malipiero,1402,1
Priuli,Tron,1679,1
Priuli,Marcello,1410,1
Priuli,Loredan,1570,1
Priuli,Zorzi,1526,1
Priuli,Valier,1613,1
Priuli,Tagliapietra,1513,1
Priuli,Minio,1541,1
Priuli,Venier,1547,1
Priuli,Zulian,1726,1
Priuli,Malipiero,1619,1
Priuli,Morosini,1628,1
Priuli,Dolfin,1635,1
Priuli,Bon,1644,1
Priuli,Polani,1697,1
Priuli,Gallo,1745,1
Priuli,Querini,1554,1
Priuli,Contarini,1572,2
Priuli,Morosini,1601,1
Priuli,Dolfin,1515,1
Priuli,Marcello,1518,1
Priuli,Dolfin,1531,2
Priuli,Da Mula,1540,3
Priuli,Tron,1527,1
Priuli,Dolfin,1575,1
Priuli,Deddo,1599,1
Priuli,Dolfin,1575,1
Priuli,Zambelli,1783,1
Priuli,Gradenigo,1442,1
Priuli,Bragadin,1544,1
Priuli,Valier,1572,1
Priuli,Querini,1598,2
Priuli,Zane,1621,1
Priuli,Vitturi,1494,1
Priuli,Bembo,1531,1
Priuli,Erizzo,1476,1
Priuli,Contarini,1666,1
Priuli,Foscari,1678,2
Priuli,Minio,1732,1
Priuli,Bonlini,1743,1
Priuli,Nani,1723,1
Priuli,Giustinian,1816,1
Priuli,Memmo,1567,1
Priuli,Mocenigo,1578,1
Priuli,Valier,1624,1
Priuli,Da Molin,1562,1
Priuli,Pisani,1524,1
Priuli,Viaro,1436,1
Priuli,Bollani,1593,1
Priuli,Zane,1687,1
Priuli,Querini,1428,1
Priuli,Grimani,1628,1
Priuli,Longo,1619,1
Priuli,Sagredo,1636,1
Priuli,Toderini,1724,1
Priuli,Foscarini,1627,1
Priuli,Venier,1497,1
Priuli,Donato,1533,1
Priuli,Moro,1472,1
Priuli,Corner,1543,1
Priuli,Tiepolo,1788,1
Priuli,Zeno,1586,1
Priuli,Venier,1487,1
Priuli,Bondumier,1497,2
Priuli,Pesaro,1528,1
Priuli,Giustinian,1511,1
Priuli,Polani,1575,1
Priuli,Emo,1484,1
Priuli,Bragadin,1564,1
Priuli,Zeno,1584,1
Priuli,Donato,1490,1
Priuli,Giustinian,1476,1
Priuli,Badoer,1532,1
Priuli,Malipiero,1552,1
Priuli,Priuli,1588,1
Priuli,Benedetti,1594,2
Priuli,Gritti,1562,1
Priuli,Minotto,1542,1
Priuli,Pesaro,1648,1
Priuli,Da Lezze,1574,1
Priuli,Valier,1650,1
Priuli,Foscari,1487,1
Priuli,Zeno,1449,1
Priuli,Contarini,1454,1
Priuli,Gabriel,1569,1
Priuli,Boldu,1643,1
Priuli,Sanudo,1443,1
Priuli,Bembo,1444,1
Priuli,Emo,1563,1
Priuli,Moro,1596,1
Priuli,Da Lezze,1656,1
Priuli,Venier,1616,1
Priuli,Pesaro,1475,1
Priuli,Donato,1736,1
Priuli,Donato,1414,1
Priuli,Donato,1434,2
Priuli,Loredan,1582,1
Priuli,Gritti,1486,1
Priuli,Tiepolo,1555,1
Priuli,Giustinian,1549,1
Priuli,Priuli,1609,1
Priuli,Minotto,1423,1
Priuli,Pisani,1496,1
Priuli,Loredan,1458,1
Priuli,Foscarini,1734,1
Priuli,Foscarini,1736,2
Priuli,Priuli,1651,1
Priuli,Querini,1726,1
Priuli,Donato,1722,1
Priuli,Renier,,2
Priuli,Viaro,1436,1
Priuli,Contarini,1540,1
Priuli,Venier,1473,1
Priuli,Da Lezze,1459,1
Priuli,Barbaro,1659,1
Priuli,Valaresso,1418,1
Priuli,Badoer,1529,1
Priuli,Morosini,1624,1
Priuli,Morosini,1477,1
Priuli,Priuli,1577,1
Priuli,Memmo,1450,1
Priuli,Morosini,1665,1
Priuli,Michiel,1547,1
Priuli,Lando,1526,1
Priuli,Capello,1483,1
Priuli,Querini,1528,1
Priuli,Tiepolo,1610,1
Priuli,Contarini,1529,1
Priuli,Morosini,1555,1
Priuli,Mocenigo,1548,1
Priuli,Morosini,1473,1
Priuli,Marcello,1589,1
Priuli,Mocenigo,1608,1
Priuli,Bonlini,1698,1
Priuli,Vendramin,1628,1
Priuli,Priuli,1628,1
Priuli,Priuli,1577,1
Priuli,Pisani,1616,2
Priuli,Zeno,1657,1
Priuli,Malipiero,1612,1
Priuli,Bembo,1690,1
Priuli,Zaguri,1664,1
Priuli,Corner,1584,1
Priuli,Gritti,1482,1
Priuli,Tiepolo,1476,1
Priuli,Soranzo,1470,1
Priuli,Foscarini,1628,1
Priuli,Pisani,1637,2
Priuli,Grimani,1676,1
Priuli,Loredan,1577,1
Priuli,Pisani,1579,1
Priuli,Tiepolo,1634,1
Priuli,Mocenigo,1605,1
Priuli,Corner,1439,1
Priuli,Bondumier,1564,1
Priuli,Da Molin,1428,1
Priuli,Pisani,1700,1
Priuli,Sangiantoffetti,1726,1
,Minio,1686,1
,Zorzi,,1
,De Mezzo,1648,1
,Bembo,1406,1
,Bonlini,1786,1
,Barozzi,1658,1
,Trevisan,1406,1
,Mosto,1776,1
,Onoradi,1472,1
,Semitecolo,1766,1
,Sanudo,1606,1
,Barbarigo,,1
,Da Molin,1454,1
Querini,Arimondo,1475,1
Querini,Corner,1609,1
Querini,Onoradi,1416,1
Querini,Querini,1612,1
Querini,Morosini,1766,1
Querini,Giustinian,,1
Querini,Foscarini,1456,1
Querini,Marin,1449,1
Querini,Balbi,1565,1
Querini,Orio,1699,1
Querini,Zeno,1503,1
Querini,Corner,1515,1
Querini,Paruta,1456,1
Querini,Correr,1581,1
Querini,Papafava,1674,1
Querini,Bernardo,1686,2
Querini,Donato,1692,3
Querini,Barbarigo,,1
Querini,Corner,1561,1
Querini,Erizzo,1575,2
Querini,Zane,1565,1
Querini,Bragadin,1570,2
Querini,Trevisan,1440,1
Querini,Avonal,1600,1
Querini,Contarini,1605,2
Querini,Donato,1585,1
Querini,Foscolo,1806,1
Querini,Querini,,1
Querini,Soranzo,1643,1
Querini,Balbi,1653,2
Querini,Morosini,1405,1
Querini,Mocenigo,1412,2
Querini,Pesaro,1449,1
Querini,Pasqualigo,1513,1
Querini,Emo,1555,1
Querini,Zorzi,1657,1
Querini,Venier,1757,1
Querini,Miani,1543,1
Querini,Pizzamano,1409,1
Querini,Morosini,1452,1
Querini,Morosini,1756,1
Querini,Cocco,1638,1
Querini,Contarini,1649,1
Querini,Morosini,1516,1
Querini,Erizzo,1547,1
Querini,Mosto,1544,1
Querini,Foscolo,1711,1
Querini,Gradenigo,1348,1
Querini,Salamon,,1
Querini,Canal,1562,1
Querini,Morosini,1815,1
Querini,Barbaro,1606,1
Querini,Viaro,1511,1
Querini,Pizzamano,1676,1
Querini,Zeno,1421,1
Querini,Barbarigo,1608,1
Querini,Priuli,1708,1
Querini,Renier,1721,2
Querini,Boldu,1558,1
Querini,Bembo,1541,1
Querini,Celsi,1544,1
Querini,Zorzi,1742,1
Querini,Cocco,1568,1
Querini,Bembo,1749,1
Querini,Gritti,1729,1
Querini,Da Molin,1479,1
Querini,Baffo,1693,1
Querini,Morosini,1671,1
Querini,Contarini,1638,1
Querini,Angaran,1696,1
Querini,Longo,1773,1
Querini,Zorzi,1770,1
Querini,Malipiero,1754,1
Querini,Foscarini,1731,1
Querini,Contarini,1589,1
Querini,Contarini,1418,1
Querini,Foscarini,1472,1
Querini,Minio,1786,1
Querini,Barozzi,1572,1
Querini,Dandolo,1597,1
Querini,Corner,,1
Querini,Querini,1641,1
Querini,Querini,1551,1
Querini,Querini,1421,1
Querini,Querini,,1
Querini,Mosto,1573,1
Querini,Balbi,1578,2
Querini,Michiel,1513,1
Querini,Valaresso,1467,1
Querini,Foscarini,1581,1
Querini,Mocenigo,1523,1
Querini,Dolfin,1441,1
Querini,Vendramin,1679,1
Querini,Dolfin,1416,1
Querini,Priuli,1441,1
Querini,Gradenigo,1540,1
Querini,Contarini,1481,1
Querini,Moro,1471,1
Querini,Duodo,1525,1
Querini,Grego,1557,1
Querini,De Mezzo,,1
Querini,Venier,1566,1
Querini,Bragadin,1627,1
Querini,Dandolo,1740,1
Querini,Bernardo,1462,1
Querini,Foscarini,1546,1
Querini,Foscarini,1663,1
Querini,Malipiero,1466,1
Querini,Barozzi,1549,1
Querini,Venier,1590,1
Querini,Dandolo,1590,1
Querini,Fradello,1560,1
Querini,Salamon,1559,1
Querini,Ruzier,,1
Querini,Morosini,1443,1
Querini,Moro,1673,1
Querini,Morosini,1673,1
Querini,Balbi,1557,1
Querini,Martinengo,1437,1
Querini,Cocco,1460,1
Querini,D'Avanzago,1587,1
Querini,Bragadin,1534,1
Querini,Dandolo,1776,1
Querini,Zorzi,1762,1
Querini,Balbi,1765,1
Querini,Priuli,1666,1
Querini,Massoli,,1
Querini,Badoer,1543,1
Querini,Soranzo,1545,1
Querini,Memmo,1564,1
Querini,Balbi,1793,1
Querini,Minotto,1728,1
Querini,Balbi,1590,1
Querini,Contarini,1597,1
Querini,Bragadin,1735,1
Querini,Marcello,1553,1
Querini,Querini,,1
Querini,Avonal,1590,1
Querini,Morosini,1409,1
Querini,Donato,1450,1
Querini,Querini,1519,1
Querini,Balbi,1550,1
Querini,Morosini,1635,1
Querini,Bon,1606,1
Querini,Grioni,1540,1
Querini,Badoer,1586,1
Querini,Valier,1649,1
Querini,Grego,1609,1
Querini,Moro,1583,1
Querini,Salamon,1495,1
Querini,Polani,,1
Querini,Bragadin,1689,1
Querini,Viaro,1511,1
Querini,Zorzi,1671,1
Querini,Da Molin,,1
Querini,Manolesso,,1
Querini,Contarini,1624,1
Querini,Foscolo,1706,1
Querini,Zeno,1556,1
Querini,Morosini,1628,1
Querini,Zeno,1507,1
Querini,De Mezzo,1428,1
Querini,Gritti,1550,1
Querini,Pizzamano,1554,2
Querini,Valier,1418,1
Querini,Storladi,,1
Querini,Mosto,1428,1
Querini,Venier,1601,1
Querini,Barbarigo,,1
Querini,Renier,1600,1
Querini,Morosini,1609,1
Querini,Marcello,1567,1
Querini,Contarini,1578,1
Querini,Tron,1751,1
Querini,Pasqualigo,1712,1
Querini,Contarini,1528,1
Querini,Dolce,1676,1
Querini,Marcello,1703,2
Querini,Gritti,1559,1
Querini,Morosini,1694,1
Querini,Zeno,1720,1
Querini,Zorzi,1604,1
Querini,Arimondo,1609,1
Querini,Falier,1438,1
Querini,Pasqualigo,1407,1
Querini,Pasqualigo,1729,1
Querini,Contarini,1695,1
Querini,Capello,1605,1
Querini,Bernardo,1623,1
Querini,Loredan,1573,1
Querini,Boldu,1602,1
Querini,Barbaro,1587,1
Querini,Dolfin,1552,1
Querini,Tiepolo,1628,1
Querini,Bembo,1652,1
Querini,Zeno,1682,1
Querini,Fradello,1612,1
Querini,Querini,1566,1
Querini,Soranzo,1727,1
Querini,Donini,1686,1
Querini,Da Lezze,1538,1
Querini,Falier,1571,1
Querini,Minotto,1596,1
Querini,Capello,1436,1
Querini,Contarini,1503,1
Querini,Bondumier,1596,1
Querini,Contarini,1623,1
Querini,Valier,1634,1
Querini,Corner,1578,1
Querini,D'Avanzago,1550,1
Querini,Morosini,1487,1
Querini,Bragadin,1654,1
Querini,Nani,1707,1
Querini,De Mezzo,,1
Querini,Morosini,1434,1
Querini,Zeno,,1
Querini,Loredan,1714,1
Querini,Muazzo,1580,1
Querini,Pasqualigo,1552,1
Querini,Muazzo,1548,1
Querini,Ottolin,1777,1
Querini,Querini,,1
Querini,Gradenigo,,1
Querini,Bollani,1553,1
Querini,Vizzamano,,1
Querini,Da Molin,1614,1
Querini,Pasqualigo,1632,1
Querini,Correr,1733,1
Querini,Zorzi,1496,1
Querini,Foscarini,1439,1
Querini,Da Mula,1558,1
Querini,Querini,1591,1
Querini,Vizzamano,,1
Querini,Malipiero,1666,1
Querini,Zorzi,1615,1
Querini,Salamon,1621,1
Querini,Muazzo,,1
Querini,Barbaro,1769,1
Querini,Corner,1646,1
Querini,Bon,,1
Querini,Contarini,1647,1
Querini,De Mezzo,1569,1
Querini,Venier,1460,1
Querini,Venier,1517,1
Querini,Zane,1601,1
Querini,Zane,1485,1
Querini,Memmo,1589,1
Querini,Tiepolo,1552,1
Querini,Dandolo,,1
Querini,Badoer,1816,1
Querini,Morosini,1469,1
Querini,Barbaro,1577,1
Querini,Memmo,1591,2
Querini,Vizzamano,1649,1
Querini,Da Mula,1451,1
Querini,Benzon,1660,1
Querini,Benzon,1777,1
Querini,Pasqualigo,,1
Querini,Dandolo,1578,1
Querini,Salamon,,1
Querini,Capello,1506,1
Querini,Priuli,1582,1
Querini,De Mezzo,1601,1
Querini,De Mezzo,1424,1
Querini,Querini,1609,1
Querini,Basadonna,1616,2
Querini,Bon,1573,1
Querini,De Mezzo,1592,1
Querini,Querini,,1
Querini,Malipiero,1479,1
Querini,Morosini,1464,1
Querini,Soranzo,1572,1
Querini,Grimani,1697,1
Querini,Querini,1641,1
Querini,Civran,1630,1
Querini,Barbarigo,,1
Querini,Da Mula,1636,1
Querini,Barozzi,1750,1
Querini,Garzoni,1761,1
Querini,Loredan,1549,1
Querini,Capello,1585,1
Querini,Dandolo,1590,1
Querini,Contarini,1405,1
Querini,Bragadin,1433,1
Querini,Boldu,,1
Querini,Barbarigo,1556,1
Querini,Bembo,1421,1
Querini,Dandolo,1466,1
Querini,Bragadin,1479,1
Querini,Memmo,1624,1
Querini,Zambelli,1672,1
Querini,Corner,1491,1
Querini,Priuli,1557,1
Querini,Bon,1519,1
Querini,Grimani,1440,1
Querini,D'Avanzago,1545,1
Querini,Benedetti,1576,1
Querini,Grimani,1582,1
Querini,Canal,1562,1
Querini,Marin,1508,1
Querini,Corner,1576,1
Querini,Barbo,1410,1
Querini,Loredan,1474,1
Querini,Condulmer,1532,1
Querini,Michiel,1421,1
Querini,Pizzamano,1544,1
Querini,Morosini,1429,1
Querini,Gradenigo,1434,1
Querini,Barbarigo,1614,1
Querini,Grego,1559,1
Querini,Vizzamano,1519,1
Querini,Gradenigo,1548,1
Querini,Cicogna,1770,1
Querini,Capello,1799,1
Querini,Bembo,1716,1
Querini,Pizzamano,1760,1
Querini,Badoer,1588,1
Querini,Zeno,1689,1
Querini,Morosini,1507,1
Querini,Dolfin,1440,1
Querini,Contarini,1453,2
Querini,Giustinian,1434,1
Querini,Pasqualigo,1557,1
Querini,Querini,1555,1
Querini,Soranzo,1655,1
Querini,Bondumier,1458,1
Querini,Lion,1432,1
,Mocenigo,1814,1
Quintavalle,Corner,,1
,Belegno,1402,1
,Dolfin,1735,1
,Donini,1611,1
,Pizzamano,1461,1
,Minotto,1589,1
,Foscarini,1581,1
,Savorgnan,1592,1
,Trevisan,1579,1
,Corner,1593,1
,Savorgnan,1601,1
,Renier,1581,1
,Contarini,1594,1
,Barbarigo,1600,1
,Soranzo,1698,1
,Surian,,1
,Falier,1520,1
,Cicogna,1666,1
,Ghisi,1631,1
,Canal,1516,1
,Da Molin,1508,1
,Rosso,,1
,Pepoli,1707,1
,Collalto,1622,1
,Rosso,1671,1
,Rosso,,1
,Lion,1445,1
Raspi,De Mezzo,1702,1
Raspi,Deddo,1578,1
Ravagnin,Minio,1416,1
Ravagnin,Donato,1430,1
Ravagnin,Badoer,1436,1
Ravagnin,Recanati,1733,1
Ravagnin,Vendramin,1750,2
Ravagnin,Collalto,1761,1
Ravagnin,Pisani,1696,1
Ravagnin,Bellotto,1728,1
,Foscarini,1758,1
,Basadonna,1413,1
,Zantani,1406,1
,Pisani,1613,1
,Da Molin,1529,1
,Falier,1783,1
,Loredan,1782,1
,Balbi,1634,1
Recanati,Giustinian,1712,1
Redetti,Barbaro,1792,1
Redetti,Barbaro,1794,1
Redetti,Gabriel,1715,1
Redetti,Corner,1796,1
Redetti,Venier,1793,1
,Bragadin,1594,1
,Pisani,1712,1
,Premarin,1424,1
,Semitecolo,1803,1
,Capello,1419,1
Renier,Bonvicini,1687,1
Renier,Donato,1490,1
Renier,Memmo,1653,1
Renier,Polani,,1
Renier,Da Molin,1608,1
Renier,Marcello,1486,1
Renier,Venier,1458,1
Renier,Giustinian,1789,1
Renier,Vendramin,1803,1
Renier,Bembo,1746,1
Renier,Belegno,1676,1
Renier,Benzon,1740,1
Renier,Zancaruol,1579,1
Renier,Polani,1519,1
Renier,Gabriel,1599,1
Renier,Sagredo,1784,1
Renier,Mosto,1557,1
Renier,Gabriel,1661,1
Renier,Lombria,1700,1
Renier,Marcello,1579,1
Renier,Priuli,1709,1
Renier,Grimani,1741,1
Renier,Salamon,1521,1
Renier,Contarini,1620,1
Renier,Minotto,1790,1
Renier,Emo,1560,1
Renier,Contarini,1512,1
Renier,Michiel,1775,1
Renier,Barbarigo,1486,1
Renier,Da Mula,1507,1
Renier,Bembo,1567,1
Renier,Zeno,1653,1
Renier,Barbaro,1595,1
Renier,Da Molin,,1
Renier,Michiel,1600,1
Renier,Polani,1634,1
Renier,Contarini,1591,1
Renier,Marcello,1564,1
Renier,Foscarini,1497,1
Renier,Gabriel,1670,1
Renier,Gabriel,1641,1
Renier,Contarini,1643,1
Renier,Bragadin,1623,1
Renier,Caotorta,1631,1
Renier,Basadonna,1551,1
Renier,Morosini,1711,1
Renier,Minio,1576,1
Renier,Querini,1589,1
Renier,Vizzamano,,1
Renier,Da Molin,1536,1
Renier,Cocco,1559,1
Renier,Renier,1646,1
Renier,Bondumier,1697,1
Renier,Venier,1566,1
Renier,Foscarini,1756,1
Renier,Polani,1676,1
Renier,Morosini,1711,1
,Cicogna,1756,1
,Dalla Fontana,1406,1
,Corner,1670,1
,Michiel,1813,1
Rezzonico,Widman,1740,1
,Arimondo,1444,1
,Giustinian,1818,1
,Semitecolo,1705,1
,Toderini,,1
,Balbi,1782,1
,Bragadin,1464,1
,Mosto,1783,1
,Balbi,1764,1
,Querini,1562,1
,Querini,1562,1
,Soranzo,1790,1
,Balbi,1458,1
,Querini,1451,1
Rizzi,Premuda,1717,1
Rizzi,Bembo,,1
Rizzi,Foscarini,1806,1
Rizzi,Pizzamano,1770,1
Rizzi,Longo,1772,1
Rizzi,Dolfin,1475,1
Rizzi,Loredan,1475,1
Rizzi,Canal,1494,1
Rizzi,Salamon,1506,1
Rizzi,Gabriel,1501,1
Rizzi,Cicogna,1502,1
,Semitecolo,1707,1
,Balbi,1596,1
,Bon,1476,1
,Da Molin,1413,1
,Tiepolo,1429,1
,Santasoffia,,1
,Martinengo,1708,1
,Da Molin,1461,1
,Canal,1437,1
,Zenobio,,1
Romani,Bon,1519,1
Romani,Minio,1783,1
Romani,Panciera,1781,1
Romani,Donato,1784,1
Romieri,Pizzamano,1740,1
Romieri,Pizzamano,1737,1
Romieri,Bembo,1734,1
,Donato,1723,1
,Orio,1726,1
,Garzoni,1606,1
,Laghi,1660,1
,Balbi,1769,1
,Pizzamano,1739,1
,Ghisi,1707,1
Rosso,Foscarini,1774,1
Rosso,Soranzo,1796,1
Rosso,Collalto,,1
Rosso,Lombardo,1650,1
Rosso,Melli,,1
Rosso,Longo,1408,1
Rosso,Zeno,1407,1
Rosso,Contarini,,1
Rosso,Foscarini,1464,1
Rota,Fini,1743,1
Rota,Soranzo,1719,1
Rota,Franceschi,1723,1
Rota,Balbi,1781,1
Rota,Bembo,1778,1
Rota,Condulmer,,1
Rota,Brandolin,1750,1
Rota,Contarini,,1
Rota,Badoer,1747,1
,Bressa,1659,1
,Boldu,1744,1
,Miani,1745,1
Rubini,Mosto,1510,1
Rubini,Bragadin,1676,1
Rubini,Querini,1660,1
,Spatafora,,1
,De Cologna,1777,1
,Morosini,1812,1
,Deddo,1458,1
,Zeno,1582,1
Ruzier,Querini,1512,1
Ruzier,Contarini,1563,1
Ruzier,Querini,1579,1
Ruzzini,Lolin,1456,1
Ruzzini,Querini,1626,1
Ruzzini,Dandolo,,1
Ruzzini,Da Mula,1711,1
Ruzzini,Morosini,1737,1
Ruzzini,Morosini,1455,1
Ruzzini,Zeno,,1
Ruzzini,Foscarini,,1
Ruzzini,Zeno,1632,1
Ruzzini,Lippomano,1485,1
Ruzzini,Morosini,1573,1
Ruzzini,Da Molin,1606,1
Ruzzini,Lolin,,1
Ruzzini,Barbarigo,1440,1
Ruzzini,Foscarini,1594,1
Ruzzini,Sagredo,1522,1
Ruzzini,Mosto,1552,1
Ruzzini,Bernardo,1640,1
Ruzzini,Balbi,1605,1
Ruzzini,Muazzo,1486,1
Ruzzini,Balbi,1443,1
Ruzzini,Trevisan,1598,1
Ruzzini,Calbo,1584,1
Ruzzini,Malipiero,1448,1
Ruzzini,Foscarini,1669,1
Ruzzini,Contarini,1676,2
Ruzzini,Magno,1560,1
Ruzzini,Michiel,1521,1
,Da Molin,1635,1
,Donato,1687,1
,Gabriel,1636,1
Sagredo,Malipiero,1548,1
Sagredo,Antelmi,1759,1
Sagredo,Baseggio,1763,2
Sagredo,Da Molin,1499,1
Sagredo,Mosto,1590,1
Sagredo,Pesaro,1732,1
Sagredo,Barbarigo,1739,2
Sagredo,Pisani,1740,1
Sagredo,Baffo,1737,1
Sagredo,Tiepolo,1668,1
Sagredo,Deddo,1624,1
Sagredo,Zorzi,1574,1
Sagredo,Ponte,1616,1
Sagredo,Trevisan,1418,1
Sagredo,Loredan,1540,1
Sagredo,Foscarini,1709,1
Sagredo,Lion,,1
Sagredo,Moro,1746,1
Sagredo,Avonal,1554,1
Sagredo,Lion,1502,1
Sagredo,Contarini,1562,1
Sagredo,Querini,1816,1
Sagredo,Querini,1778,1
Sagredo,Giustinian,1430,1
Sagredo,Zane,1760,1
Sagredo,Da Molin,1610,1
Sagredo,Manolesso,1450,1
Sagredo,Donato,1658,1
Sagredo,Bollani,1526,1
Sagredo,Donato,1491,1
Sagredo,Pasqualigo,1748,1
Sagredo,Pisani,1741,1
Sagredo,Berlendis,1667,1
Sagredo,Tron,1670,1
Sagredo,Mosto,1744,1
Sagredo,Foscarini,1658,1
Sagredo,Zorzi,1653,1
Sagredo,Sagredo,1443,1
Sagredo,Dolfin,1540,1
Sagredo,Foscarini,1543,1
Sagredo,Giustinian,1702,1
,Grioni,1508,1
,Martinengo,,1
Salamon,Bembo,1441,1
Salamon,Zeno,,1
Salamon,Venier,1570,1
Salamon,Dandolo,1544,1
Salamon,Gradenigo,1555,1
Salamon,Da Molin,1535,1
Salamon,Minio,1567,1
Salamon,Deddo,1619,1
Salamon,Tiepolo,1625,1
Salamon,Badoer,1574,1
Salamon,Giustinian,1417,1
Salamon,Da Molin,1610,1
Salamon,Salamon,1518,1
Salamon,Canal,1623,1
Salamon,Gradenigo,1521,1
Salamon,Lombria,1673,1
Salamon,Salamon,1612,1
Salamon,Pisani,1459,1
Salamon,Donato,1548,1
Salamon,Loredan,1572,1
Salamon,Tagliapietra,1525,1
Salamon,Bon,1526,1
Salamon,Querini,1544,1
Salamon,Dolfin,1732,1
Salamon,Muazzo,,1
Salamon,Gradenigo,1573,1
Salamon,Briani,1650,1
Salamon,Valaresso,1579,1
Salamon,Soranzo,1729,1
Salamon,Bragadin,1569,1
Salamon,Marcello,1570,1
Salamon,Semitecolo,1655,1
Salamon,Dandolo,1443,1
Salamon,Corner,1724,1
Salamon,Priuli,1724,1
Salamon,Muazzo,1621,1
Salamon,Baffo,1463,1
Salamon,Morosini,1537,1
Salamon,Deddo,1571,1
Salamon,Morosini,1633,1
Salamon,De Mezzo,,1
Salamon,Bondumier,1535,1
Salamon,Lippomano,1575,1
Salamon,Bembo,1777,1
Salamon,Memmo,,1
Salamon,Contarini,1413,1
Salamon,Longo,1559,1
Salamon,Donato,1532,1
Salamon,Contarini,1604,1
Salamon,Pasqualigo,1609,1
Salamon,Manolesso,1515,1
Salamon,Longo,1737,1
Salamon,Pizzamano,1608,1
Salamon,Morosini,1645,1
Salamon,Donato,1538,1
Salamon,Bollani,1575,1
Salamon,Sagredo,,1
Salamon,Canal,,1
Salamon,Zeno,,1
Salamon,Canal,1570,2
Salamon,Briani,1443,1
Salamon,Pisani,1790,1
Salamon,Valaresso,1608,1
Salamon,Loredan,1622,1
Salamon,Ferro,1617,1
Salamon,Pasqualigo,,1
Salamon,Zorzi,,1
Salamon,Darmer,1409,1
Salamon,Ferro,1572,1
Salamon,Baseggio,1680,1
Salamon,Contarini,1612,1
,Mocenigo,1814,1
,Priuli,1761,1
,Donato,1596,1
,Baffo,1560,1
,Morosini,1517,1
,Michiel,1504,1
,Dandolo,1400,1
,Barbarigo,1401,1
,Canal,1444,1
,De Cologna,1718,1
,Soranzo,1714,2
,Soranzo,1690,1
,Dondi,,1
,Foscolo,1425,1
,Pizzamano,1460,1
,Donato,1406,1
,Bembo,1649,1
,Malipiero,1412,1
,Nadal,1474,1
,Manolesso,1408,1
Sandi,Arnaldi,1819,1
Sandi,Bressa,1734,1
Sangiantoffetti,Dolce,1765,1
Sangiantoffetti,Barzizza,1688,1
Sangiantoffetti,Mosto,1661,1
Sangiantoffetti,Badoer,1790,1
,Calergi,1471,1
,Calergi,1595,1
,Semitecolo,1615,1
,Manolesso,,1
,Corner,1826,1
,Corner,1630,1
,Semitecolo,1493,1
,Bragadin,1589,1
,Semitecolo,1469,1
,Polani,1606,1
,Manolesso,1490,1
,Barozzi,1601,1
,Semitecolo,,1
,Corner,1612,1
,Muazzo,1595,1
,Barozzi,1610,1
,Semitecolo,1623,1
,Barozzi,1598,1
,Polani,1605,1
,Corner,,1
,Deddo,1738,1
,Ghisi,1538,1
,Querini,1442,1
Santasoffia,Bon,1652,1
Santasoffia,Baffo,1659,1
Santasoffia,Michiel,1715,1
Santasoffia,Corner,1576,1
,Barozzi,1816,1
,Badoer,1666,1
,D'Avanzago,1505,1
Santasoffia,Venier,1472,1
Santasoffia,Valaresso,1499,1
Santasoffia,Boldu,1473,1
Santasoffia,Bembo,1497,1
