wife_familyname_std,husband_familyname_std,year,marriage_number
Marcello,Foscarini,1445,1
Marcello,Trevisan,1501,1
Marcello,Giustinian,1513,2
Marcello,Contarini,1564,1
Marcello,Barastro,1506,1
Marcello,Polani,1532,1
Marcello,Ruzzini,1491,1
Marcello,Barozzi,1642,1
Marcello,Zeno,1726,1
Marcello,Mocenigo,1770,1
Marcello,Capello,1562,1
Marcello,Orio,1659,1
Marcello,Morosini,1458,1
Marcello,Dolfin,,1
Marcello,Canal,1441,1
Marcello,Badoer,1482,1
Marcello,Salamon,1498,1
Marcello,Badoer,1476,1
Marcello,Gritti,1475,1
Marcello,Lion,1695,1
Marcello,Gabriel,1528,1
Marcello,Tiepolo,1460,1
Marcello,Donato,1568,1
Marcello,Barbarigo,1529,1
Marcello,Barbarigo,1704,1
Marcello,Longo,1470,1
Marcello,Moro,1473,2
Marcello,Contarini,1478,1
Marcello,Barbarigo,1552,1
Marcello,Pisani,1431,1
Marcello,Minotto,1439,2
Marcello,Gritti,1532,1
Marcello,Giustinian,1642,1
Marcello,Badoer,1601,1
Marcello,Zusto,1510,1
Marcello,Donato,1669,1
Marcello,Grisoni,1503,1
Marcello,Carminati,1733,1
Marcello,Trevisan,1548,1
Marcello,Michiel,1432,1
Marcello,Loredan,1470,1
Marcello,Da Molin,1477,2
Marcello,Da Lezze,1448,1
Marcello,Contarini,1428,1
Marcello,Correggio,1709,1
Marcello,Bondumier,1449,1
Marcello,Barozzi,1605,1
Marcello,Corner,1686,1
Marcello,Capello,1585,1
Marcello,Canal,1642,1
Marcello,Valier,1544,1
Marcello,Gradenigo,1525,1
Marcello,Vendramin,1675,1
Marcello,Venier,1552,1
Marcello,Trevisan,1541,1
Marcello,Alberto,1490,1
Marcello,Surian,1526,1
Marcello,Zeno,1457,1
Marcello,Morosini,1705,1
Marcello,Tiepolo,1501,1
Marcello,Longo,1497,1
Marcello,Giustinian,1498,1
Marcello,Morosini,1528,1
Marcello,Marcello,1544,1
Marcello,Longo,1529,1
Marcello,Balbi,1637,1
Marcello,Donato,1577,1
Marcello,Loredan,1621,1
Marcello,Tagliapietra,1485,1
Marcello,Querini,1478,1
Marcello,Minio,1601,1
Marcello,Michiel,1564,1
Marcello,Zorzi,1543,1
Marcello,Loredan,1550,1
Marcello,Donato,1562,2
Marcello,Priuli,1573,1
Marcello,Tiepolo,1450,1
Marcello,Pesaro,1401,1
Marcello,Falier,1565,1
Marcello,Marcello,1587,1
Marcello,Mocenigo,1533,1
Marcello,Barozzi,1587,1
Marcello,Donato,1587,1
Marcello,Moro,1738,1
Marcello,Surian,1594,1
Marcello,Morosini,,1
Marcello,Mocenigo,1504,1
Marcello,Pizzamano,1455,1
Marcello,Capello,1636,1
Marcello,Contarini,1687,1
Marcello,Bollani,1438,1
Marcello,Minio,1531,1
Marcello,Da Molin,1546,1
Marcello,Erizzo,1550,2
Marcello,Da Mula,1607,1
Marcello,Canal,1485,1
Marcello,Vendramin,1578,1
Marcello,Contarini,1515,1
Marcello,Michiel,1565,1
Marcello,Contarini,1548,1
Marcello,Da Molin,1540,1
Marcello,Manolesso,1433,1
Marcello,Pisani,1633,1
Marcello,Loredan,1400,1
Marcello,Da Molin,1476,1
Marcello,Canal,1432,1
Marcello,Badoer,1479,1
Marcello,Marin,1550,1
Marcello,Marcello,1561,1
Marcello,Bembo,1519,1
Marcello,Zane,1446,1
Marcello,Foscari,1417,1
Marcello,Corner,1456,1
Marcello,Orio,1526,1
Marcello,Coppo,1440,1
Marcello,Da Mula,1463,1
Marcello,Corner,1565,1
Marcello,Querini,1615,1
Marcello,Gritti,1714,1
Marcello,Marcello,1645,1
Marcello,Zulian,1702,1
Marcello,Priuli,1709,2
Marcello,Salamon,1461,1
Marcello,Da Lezze,1468,1
Marcello,Longo,1499,1
Marcello,Donato,1520,1
Marcello,Bembo,1432,1
Marcello,Dandolo,1398,1
Marcello,Michiel,1587,1
Marcello,Badoer,1506,1
Marcello,Capello,1585,1
Marcello,Vitturi,1602,1
Marcello,Valier,1644,1
Marcello,Grimani,1771,1
Marcello,Donato,1466,1
Marcello,Morosini,1477,2
Marcello,Deddo,1546,1
Marcello,Zane,1591,1
Marcello,Belegno,1526,1
Marcello,Da Riva,1626,1
Marcello,Querini,1612,1
Marcello,Calbo,1554,1
Marcello,Basadonna,1560,2
Marcello,Dandolo,1472,1
Marcello,Giustinian,1487,1
Marcello,Marcello,1679,1
Marcello,Balbi,1423,1
Marcello,Bragadin,1671,1
Marcello,Capello,1613,1
Marcello,Bembo,1513,1
Marcello,Zorzi,1491,1
Marcello,Barbaro,1518,1
Marcello,Morosini,1567,1
Marcello,Renier,1661,1
Marcello,Capello,1634,1
Marcello,Bollani,1454,1
Marcello,Raspi,1682,1
Marcello,Longo,1440,1
Marcello,Marcello,1414,1
Marcello,Loredan,1442,1
Marcello,Priuli,1538,1
Marcello,Bembo,1524,1
Marcello,Canal,1536,2
Marcello,Salamon,1538,1
Marcello,Zane,1528,1
Marcello,Malipiero,1452,1
Marcello,Contarini,1437,1
Marcello,Trevisan,1473,1
Marcello,Capello,1437,1
Marcello,Contarini,1410,1
Marcello,Manolesso,1436,1
Marcello,Trevisan,1694,1
Marcello,Bondumier,1483,1
Marcello,Malipiero,1536,1
Marcello,Querini,1539,1
,Marcello,,1
,Briani,,1
,Da Riva,1794,1
,Calbo,1400,1
,Gritti,,1
Marconi,Michiel,1772,1
Marconi,Bonlini,1719,1
,Martinengo,1622,1
,Gozzi,,1
,Tasca,1660,1
,Condulmer,1551,1
Marioni,Bon,1686,1
Marin,Balbi,1712,1
Marin,Marcello,1557,1
Marin,Pizzamano,1563,1
Marin,Balbi,1639,1
Marin,Contarini,1799,1
Marin,Navager,1553,1
Marin,Priuli,1531,1
Marin,Corner,1701,1
Marin,Zeno,1712,1
Marin,Duodo,1497,1
Marin,Barbaro,1556,1
Marin,Michiel,1579,1
Marin,Da Molin,1595,1
Marin,Barbaro,1535,1
Marin,Deddo,1761,1
Marin,Zorzi,1817,1
Marin,Barozzi,1672,1
Marin,Moro,1786,1
Marin,Dandolo,1724,1
Marin,Tagliapietra,1506,1
Marin,Gradenigo,1513,1
Marin,Malipiero,1398,1
Marin,Guoro,1560,1
Marin,Querini,1551,1
Marin,Pizzamano,1583,1
Marin,Malipiero,1467,1
Marin,Moro,1562,1
Marin,Avogadro,,1
Marin,Moro,1459,1
Marin,Malipiero,1482,1
Marin,Paruta,1619,1
Marin,Longo,1461,1
Marin,Bondumier,1565,1
Marin,Balbi,1748,1
Marin,Bragadin,1483,1
Marin,Dolfin,1584,1
Marin,Pasqualigo,1705,1
Marin,Pizzamano,1783,1
Marin,Venier,1523,1
Marin,Cicogna,1761,1
Marin,Pizzamano,1794,1
Marin,Malipiero,1410,1
Marin,Contarini,1776,1
Marin,Bonlini,1666,1
Marin,Bonfadini,1644,1
Marin,Capello,1729,1
Marin,Marin,1739,1
Marin,Vezzi,,1
,Pisani,1615,1
,Canal,1642,1
Martinazo,Ferro,1659,1
Martinelli,Tasca,,1
Martinelli,Giovanelli,1755,1
Martinelli,Foscarini,1677,1
Martinelli,Pasqualigo,1651,1
Martinelli,Capello,1667,2
Martinelli,Dolfin,1652,1
Martinengo,Benzon,,1
Martinengo,Martinengo,1825,1
Martinengo,Avogadro,1440,1
Martinengo,Martinengo,1762,1
Martinengo,Bentivoglio,,1
Martinengo,Martinengo,1680,1
Martinengo,Martinengo,1636,1
Martinengo,Rosso,1752,1
Martinengo,Martinengo,,1
Martinengo,Martinengo,1640,1
Martinengo,Collalto,1466,1
Martinengo,Martinengo,1560,1
Martinengo,Martinengo,1590,1
Martinengo,Minotto,1720,1
Martinengo,Bentivoglio,1731,1
Martinengo,Avogadro,1601,1
Martinengo,Martinengo,1782,1
Martinengo,Martinengo,,1
Martinengo,Martinengo,,1
Martinengo,Badoer,1590,1
Martinengo,Donato,1711,1
Martinengo,Boldu,1730,1
Martinengo,Bragadin,1695,1
Martinengo,Balbi,1702,2
Martinengo,Martinengo,1622,1
Martinengo,Dolfin,1783,1
Martinengo,Martinengo,1581,1
Martinengo,Martinengo,,1
Martinengo,Avogadro,1537,1
Martinengo,Martinengo,,1
Martinengo,Gambara,1611,1
Martinengo,Martinengo,1727,1
Martino,Da Mula,1468,1
Martino,Querini,1436,1
Martino,Bon,1432,1
,Cossazza,,1
,Barozzi,,1
,Longo,1675,2
,Venier,1450,1
,Pasqualigo,1555,1
,Battagia,1767,1
,Giustinian,1446,2
,Ruzier,,1
,Moro,1698,1
,De Mezzo,1576,1
,Dandolo,1419,1
,Badoer,1602,1
,Giustinian,1535,1
,Michiel,1584,1
,Bragadin,1539,1
,Ghisi,1571,1
,Pasqualigo,1785,1
,Venier,,1
,De Mezzo,,1
,Muazzo,,1
,Salamon,1564,1
Mazaruol,Corner,1806,1
,Boldu,1415,1
,Marcello,1801,1
,Capello,1806,1
,Pasta,1768,1
Medici,Rubini,1633,1
Medici,Michiel,1670,1
Medici,Da Molin,,1
Medici,Corner,,1
,Gabriel,1625,1
,Dandolo,1817,1
,Contarini,1667,1
,Querini,1741,1
,Zeno,1630,1
Memmo,Morosini,1554,1
Memmo,Querini,1508,1
Memmo,Malipiero,1434,1
Memmo,Malipiero,1404,1
Memmo,Badoer,1567,1
Memmo,Sanudo,1389,1
Memmo,Bembo,1398,1
Memmo,Savorgnan,1676,1
Memmo,Zorzi,1486,1
Memmo,Venier,1421,1
Memmo,Barozzi,1550,1
Memmo,Veronese,1747,1
Memmo,Benedetti,1421,1
Memmo,Arimondo,1479,1
Memmo,Benzon,1751,1
Memmo,Contarini,1556,1
Memmo,Bembo,1644,1
Memmo,Corner,1650,1
Memmo,Valier,1476,1
Memmo,Balbi,1653,1
Memmo,Trevisan,1608,1
Memmo,Gabriel,1631,1
Memmo,Bollani,1612,1
Memmo,Miani,1605,1
Memmo,Capello,1611,1
Memmo,Pizzamano,1458,1
Memmo,Zorzi,1458,1
Memmo,Foscarini,1795,1
Memmo,Venier,1751,1
Memmo,Malipiero,1629,1
Memmo,Contarini,1569,1
Memmo,Morosini,1586,1
Memmo,Pizzamano,1518,1
Memmo,Mocenigo,1787,1
Memmo,Arimondo,1519,1
Memmo,Marcello,1500,1
Memmo,Lippomano,1638,1
Memmo,Civran,1651,1
Memmo,Minio,1522,1
Memmo,Martinengo,1822,1
Memmo,Pisani,1553,1
Memmo,Mocenigo,1466,1
Memmo,Foscarini,1716,1
Memmo,Morosini,1501,1
Memmo,Contarini,1477,1
Memmo,Lando,1704,1
Memmo,Da Molin,1708,2
Memmo,Querini,1503,1
Memmo,Marcello,1441,1
Memmo,Grimani,1672,1
Memmo,Contarini,1494,1
Memmo,Bonvicini,1737,1
Memmo,Bragadin,1595,1
Memmo,Benedetti,1545,1
Memmo,Martinengo,1789,1
Memmo,Querini,1517,1
Memmo,Avonal,1508,1
Memmo,Corner,1512,1
Memmo,Bollani,1704,1
,Minelli,1659,1
,Briani,1603,2
,Sangiantoffetti,,1
,Barbaro,1806,1
,Barozzi,1813,1
,Grioni,1434,1
,Contarini,1707,1
,Barbaro,1721,2
,Zorzi,1819,1
,Bembo,1644,1
,Venier,1630,1
,Bollani,1635,1
,Codognola,1708,1
,Boldu,1474,1
,Cocco,1482,1
,Nosadini,,1
Miani,Pasqualigo,1418,1
Miani,Contarini,1421,1
Miani,Ruzzini,1666,1
Miani,Canal,1427,1
Miani,Barbo,1406,1
Miani,Miani,1625,1
Miani,Da Molin,1489,1
Miani,Basadonna,1532,1
Miani,Valier,1550,1
Miani,Contarini,1625,1
Miani,Foscarini,1594,1
Miani,Benedetti,1624,1
Miani,Contarini,1428,1
Miani,Morosini,1566,1
Miani,Valaresso,1585,1
Miani,De Mezzo,1418,1
Miani,Paradiso,1415,1
Miani,Giustinian,1530,1
Miani,Martinelli,1654,1
Miani,Benedetti,1453,1
Miani,Bonfadini,1659,1
Miani,Moro,1586,1
Miani,Dandolo,1481,1
Miani,Tron,1543,1
Miani,Bernardo,1689,1
Miani,Vendramin,1558,1
Miani,Priuli,1600,1
Miani,Contarini,1584,1
Michiel,Da Molin,1418,1
Michiel,Barbarigo,1472,2
Michiel,Vendramin,1616,1
Michiel,Deddo,1725,1
Michiel,Pizzamano,1432,1
Michiel,Moro,1639,1
Michiel,Zeno,1622,1
Michiel,Salamon,1632,2
Michiel,Gradenigo,1507,1
Michiel,Bondumier,1531,1
Michiel,Erizzo,1540,1
Michiel,Foscarini,1656,1
Michiel,Tiepolo,1490,1
Michiel,Pasqualigo,1614,1
Michiel,Barbaro,1700,1
Michiel,Marcello,1650,1
Michiel,Morosini,1589,1
Michiel,Dolfin,1592,2
Michiel,Loredan,1546,1
Michiel,Foscarini,1541,1
Michiel,Contarini,1414,1
Michiel,Duodo,1698,1
Michiel,Sagredo,1544,1
Michiel,Zeno,1700,1
Michiel,Zorzi,1420,1
Michiel,Contarini,1436,1
Michiel,Da Molin,1596,1
Michiel,Mocenigo,1545,1
Michiel,Soranzo,1592,1
Michiel,Marcello,1535,1
Michiel,Dandolo,1556,1
Michiel,Giustinian,1779,1
Michiel,Loredan,1568,1
Michiel,Da Molin,1643,1
Michiel,Martinengo,1797,1
Michiel,Zorzi,1584,1
Michiel,Mocenigo,1649,1
Michiel,Bernardo,1625,1
Michiel,Priuli,1597,1
Michiel,Donato,1450,1
Michiel,Malipiero,1453,2
Michiel,Barbarigo,1772,1
Michiel,Sagredo,1636,1
Michiel,Bondumier,1458,1
Michiel,Badoer,1461,1
Michiel,Corner,1449,1
Michiel,Condulmer,1719,1
Michiel,Marcello,1447,1
Michiel,Bernardo,1547,1
Michiel,Boldu,1553,1
Michiel,Gritti,1610,1
Michiel,Corner,1633,1
Michiel,Marin,1532,1
Michiel,Bragadin,1548,1
Michiel,Barbo,1604,1
Michiel,Gabriel,1681,1
Michiel,Mosto,1475,1
Michiel,Capello,1459,1
Michiel,Barozzi,1421,1
Michiel,Minio,1604,2
Michiel,Salamon,1373,1
Michiel,Bondumier,1603,1
Michiel,Navager,1512,1
Michiel,Donato,1481,1
Michiel,Barbaro,1454,1
Michiel,Zane,1549,1
Michiel,Foscarini,1658,1
Michiel,Collalto,1678,2
Michiel,Foscolo,1627,1
Michiel,Civran,1565,1
Michiel,Querini,1496,1
Michiel,Contarini,1596,1
Michiel,Badoer,1639,1
Michiel,Martinengo,1679,1
Michiel,Loredan,1625,1
Michiel,Badoer,1508,1
Michiel,Minotto,1531,2
Michiel,Zane,1697,1
Michiel,Badoer,1715,1
Michiel,Barbarigo,1540,1
Michiel,Bernardo,1797,1
Michiel,Sagredo,1498,1
Michiel,Da Molin,1508,2
Michiel,Contarini,1486,1
Michiel,Tiepolo,1681,1
Michiel,Gambara,1797,1
Michiel,Querini,1650,1
Michiel,Giustinian,1539,1
Michiel,Gabriel,1450,1
Michiel,Marin,1499,1
Michiel,Pesaro,1576,1
Michiel,Marcello,1566,1
Michiel,Barbarigo,1577,1
Michiel,Pisani,1448,1
Michiel,Contarini,1527,1
Michiel,Boldu,1579,1
Michiel,Valier,1544,1
Michiel,Zorzi,1649,1
Michiel,Foscarini,1567,1
Michiel,Morosini,1595,1
Michiel,Michiel,1623,1
Michiel,Barbaran,1711,1
Michiel,Minotto,1568,1
Michiel,Foscarini,1477,1
Michiel,Zane,1454,1
Michiel,Sagredo,1690,1
Michiel,Martinengo,1777,1
Michiel,Guoro,1437,1
Michiel,Arimondo,1451,1
Michiel,Pasqualigo,1526,1
Michiel,Miani,1441,1
Michiel,Muazzo,1512,1
Michiel,Malipiero,1559,1
Michiel,Giustinian,1444,1
Michiel,Morosini,1470,1
Michiel,Avogadro,1611,1
Michiel,Barbo,1528,1
Michiel,Benzon,1612,1
Michiel,Ferro,1623,1
Michiel,Pizzamano,1630,1
Michiel,Michiel,1609,1
Michiel,Lolin,1552,1
Michiel,Trevisan,1439,1
Michiel,Venier,1486,1
Michiel,Emo,1525,1
Michiel,Barbo,1529,2
Michiel,Foscarini,1508,1
Michiel,Capello,1536,1
Michiel,Santasoffia,1653,1
Michiel,Venier,1692,1
Michiel,Contarini,1549,1
Michiel,Michiel,1575,1
Michiel,Querini,1526,1
Michiel,Barozzi,1515,1
Michiel,Michiel,1475,1
Michiel,Da Mula,1504,1
Michiel,Salamon,1653,1
Michiel,Bernardo,1694,1
Michiel,Marcello,1501,1
Michiel,Giustinian,1417,1
Michiel,Morosini,1543,1
Michiel,Soranzo,1624,1
Michiel,Bollani,1521,1
Michiel,Soranzo,1621,1
Michiel,Navager,1701,1
Michiel,Morosini,1424,1
Michiel,Bollani,1563,1
Michiel,Trevisan,1723,1
Michiel,Loredan,1620,1
Michiel,Morosini,1764,1
Michiel,Michiel,1401,1
Michiel,Morosini,1428,1
Michiel,Contarini,1451,1
Michiel,Ponte,1663,1
Michiel,Pizzamano,1423,1
Michiel,Vendramin,,1
Michiel,Sanudo,1483,1
Michiel,Venier,1506,1
Michiel,Tron,1664,1
Michiel,Contarini,1577,1
Michiel,Nani,1547,1
Michiel,Dandolo,1428,1
Michiel,Marcello,1589,1
Michiel,Pasqualigo,1580,1
Michiel,Tron,1458,1
Michiel,Michiel,1451,1
Michiel,Minio,1560,1
Michiel,Miani,1459,1
Michiel,Zeno,1558,1
Michiel,Malipiero,1652,1
Michiel,Querini,1679,2
Michiel,Mocenigo,1664,1
Michiel,Salamon,1538,1
Michiel,Gradenigo,1615,1
Michiel,Zorzi,1619,1
Michiel,Bembo,1623,1
Michiel,Dandolo,1433,1
Michiel,Barozzi,1609,1
Michiel,Pisani,1645,1
Michiel,Zancaruol,1603,1
Michiel,Pesaro,1413,1
Michiel,Priuli,1551,1
Michiel,Barbaro,1618,1
Michiel,Capello,1742,1
Michiel,Morosini,1592,1
Michiel,Zeno,1417,1
Michiel,Contarini,1544,1
Michiel,Donato,1690,1
Michiel,Venier,1544,1
Michiel,Zorzi,1544,1
Michiel,Zulian,1696,1
Michiel,Badoer,1454,1
Michiel,Balbi,1607,1
Michiel,Bragadin,1422,1
Michiel,Contarini,1463,1
Michiel,Badoer,1480,2
Michiel,Contarini,1428,1
Michiel,Querini,1469,1
Michiel,Zane,1449,1
Michiel,Erizzo,1598,1
Michiel,Bon,1679,1
Michiel,Deddo,1578,1
Michiel,Pisani,1598,1
Michiel,Lombardo,1508,1
Michiel,Venier,1544,1
Michiel,Memmo,1492,1
Michiel,Deddo,1483,1
Michiel,Zorzi,1400,1
Michiel,Marcello,1418,1
Michiel,Contarini,1609,1
Michiel,Falier,1445,1
Michiel,Muazzo,1513,1
Michiel,Contarini,1615,1
Michiel,Tron,1616,1
Michiel,Boldu,1504,1
Michiel,Benedetti,1531,1
Michiel,Bembo,1564,1
Michiel,Morosini,1611,1
Michiel,Zeno,1633,1
Michiel,Zorzi,1620,1
Michiel,Foscarini,1397,1
Michiel,Bembo,1488,1
Michiel,Contarini,1521,1
Michiel,Venier,1516,1
Michiel,Angaran,1793,1
Michiel,Da Molin,1471,1
Michiel,Grioni,1528,1
Michiel,Alberto,1525,1
Michiel,Dolfin,1532,2
Michiel,Priuli,1755,1
Michiel,Muazzo,1540,1
Michiel,Gabriel,1444,1
Michiel,Mocenigo,1554,1
Michiel,Mocenigo,1432,1
Michiel,Corner,1404,1
Michiel,Gradenigo,1426,1
Miegano,Pizzamano,,1
Miegano,Querini,1557,1
Miegano,Pizzamano,1555,1
Miegano,Premarin,,1
Miegano,Tron,,1
Miegano,Pizzamano,1564,1
Miegano,Polani,,1
Miegano,Polani,1580,1
Miegano,Pizzamano,1587,1
Miegano,Zancaruol,,1
Miegano,Premarin,,1
Miegano,Pizzamano,,1
Miegano,Polani,1556,1
Miani,Tagliapietra,1550,1
Miani,Mocenigo,1560,1
Miani,Zane,1584,2
,Malipiero,1662,1
,Pizzamano,1796,1
,Querini,1826,1
Minelli,Bonfadini,1794,1
Minelli,Corner,1658,1
Minelli,Rota,1794,1
Minelli,Vanaxel,1793,1
Minelli,Sandi,1794,1
Minelli,Marcello,1749,1
Minelli,Minotto,1752,1
Minio,Zorzi,1757,1
Minio,Zeno,1775,1
Minio,Cocco,1544,1
Minio,Condulmer,1605,1
Minio,Bragadin,1800,1
Minio,Corner,1747,1
Minio,Zorzi,1762,1
Minio,Corner,1775,1
Minio,Barbaro,1668,1
Minio,Moro,1799,1
Minio,Corner,1513,1
Minio,Boldu,1617,1
Minio,Michiel,1565,1
Minio,Zorzi,1692,1
Minio,Mosto,1781,1
Minio,Mosto,1827,1
Minio,Zorzi,1742,1
Minio,Corner,1761,1
Minio,Barbaro,1763,1
Minio,Soranzo,1767,1
Minio,Barbaro,1758,1
Minio,Malipiero,1578,1
Minio,Bragadin,1770,1
Minio,Benzon,1630,1
Minio,Badoer,1495,1
Minio,Zeno,1450,1
Minio,Balbi,1694,1
Minio,Lippomano,1559,1
Minio,Zane,1579,1
Minio,Boldu,1591,1
Minio,Querini,1551,1
Minio,Barozzi,1682,1
Minio,Bembo,1527,1
Minio,De Mezzo,1544,1
Minio,Balbi,1628,1
Minio,Balbi,1532,1
Minio,Bonlini,1800,1
Minio,Balbi,1713,1
Minio,Trevisan,1468,1
Minio,Romieri,1793,1
Minio,Tiepolo,1513,1
Minio,Trevisan,1548,1
Minio,Corner,1548,1
Minio,Barbaro,1495,1
Minio,Barbaro,1788,1
Minio,Trevisan,1627,1
Minio,Donato,1549,1
Minio,De Mezzo,1558,1
Minio,Malipiero,1636,1
Minio,Marcello,1541,2
Minio,Barbaro,1531,1
Minio,Morosini,1721,1
Minio,Malatesta,1562,1
Minio,Michiel,1572,2
Minio,Baseggio,1693,1
Minio,Grimani,,1
Minio,Contarini,1695,1
Minio,Canal,1553,1
Minio,Grimani,1583,1
Minio,Valier,1530,1
Minio,Zorzi,1802,1
Minio,Longo,1650,1
Minio,Arimondo,1593,1
Minio,Foscarini,1462,1
Minio,Priuli,1597,1
Minio,Barbo,1486,1
Minio,Trevisan,1538,1
Minio,Pisani,1474,1
Minio,Zorzi,1791,1
Minotto,Loredan,1454,1
Minotto,Semitecolo,1487,1
Minotto,Canal,1460,1
Minotto,Caotorta,1747,1
Minotto,Barbaro,1718,2
Minotto,Zorzi,1819,1
Minotto,Venier,1785,1
Minotto,Soranzo,1433,1
Minotto,Venier,1425,1
Minotto,Querini,1698,1
Minotto,Lolin,1488,1
Minotto,Arimondo,1568,1
Minotto,Contarini,1707,1
Minotto,Farsetti,1759,1
Minotto,Pesaro,1446,1
Minotto,De Mezzo,1465,1
Minotto,Da Molin,1464,1
Minotto,Tron,1528,1
Minotto,Falier,1635,1
Minotto,Balbi,1789,1
Minotto,Sanudo,1761,1
Minotto,Dandolo,1739,1
Minotto,Bembo,1737,1
Minotto,Capello,1779,1
Minotto,Bragadin,1788,1
Minotto,Zane,1494,1
Minotto,Donato,1735,1
Minotto,De Mezzo,1628,1
Minotto,Semitecolo,1487,1
Minotto,Angaran,1673,1
Minotto,Miegano,1608,1
Minotto,Barozzi,1659,1
Minotto,Coppo,1575,1
Minotto,Michiel,1578,2
Minotto,Corner,1609,1
Minotto,Salamon,1664,1
Minotto,Gritti,1567,1
Minotto,Querini,1612,1
Minotto,Bon,1675,1
Minotto,Marcello,1614,1
Minotto,Morosini,1501,1
,Semitecolo,1625,1
Mocenigo,Bernardo,1561,1
Mocenigo,Morosini,1430,1
Mocenigo,Canal,1507,1
Mocenigo,Foscarini,1628,1
Mocenigo,Morosini,1496,1
Mocenigo,Zeno,1561,1
Mocenigo,Minio,1518,1
Mocenigo,Valier,1516,1
Mocenigo,Contarini,1680,1
Mocenigo,Donato,1643,1
Mocenigo,Morosini,1482,1
Mocenigo,Morosini,1533,1
Mocenigo,Bembo,1545,2
Mocenigo,Soranzo,1498,1
Mocenigo,Morosini,1502,1
Mocenigo,Muazzo,1633,1
Mocenigo,Vendramin,1578,1
Mocenigo,Barozzi,1678,1
Mocenigo,Corner,1716,1
Mocenigo,Bragadin,1734,1
Mocenigo,Bon,1548,1
Mocenigo,Labia,1652,1
Mocenigo,Corner,1654,2
Mocenigo,Savorgnan,1524,1
Mocenigo,Capello,1568,1
Mocenigo,Foscari,1774,1
Mocenigo,Bragadin,1679,1
Mocenigo,Pesaro,1687,1
Mocenigo,Foscari,1560,1
Mocenigo,Capello,1560,1
Mocenigo,Contarini,1625,1
Mocenigo,Sanudo,1488,1
Mocenigo,Contarini,1558,1
Mocenigo,Pisani,1617,1
Mocenigo,Moro,1683,1
Mocenigo,Grimani,1600,1
Mocenigo,Tiepolo,1721,1
Mocenigo,Morosini,1625,1
Mocenigo,Michiel,1416,1
Mocenigo,Donato,1569,1
Mocenigo,Zeno,1434,1
Mocenigo,Dolfin,1528,1
Mocenigo,Cavalli,1599,1
Mocenigo,Soranzo,1640,1
Mocenigo,Dolfin,1511,1
Mocenigo,Mocenigo,1585,1
Mocenigo,Dolfin,1614,1
Mocenigo,Renier,1626,1
Mocenigo,Grimani,1699,1
Mocenigo,Querini,1732,1
Mocenigo,Balbi,1438,1
Mocenigo,Malipiero,1487,1
Mocenigo,Bollani,1548,1
Mocenigo,Dolfin,1552,1
Mocenigo,Polani,1757,1
Mocenigo,Morosini,1761,2
Mocenigo,Da Molin,1414,1
Mocenigo,Sanudo,1699,1
Mocenigo,Cavalli,1586,1
Mocenigo,Dolfin,1592,2
Mocenigo,Da Molin,1508,1
Mocenigo,Mocenigo,1594,1
Mocenigo,Contarini,1612,1
Mocenigo,Falier,1508,1
Mocenigo,Duodo,1707,1
Mocenigo,Venier,1741,1
Mocenigo,Marcello,1545,1
Mocenigo,Collalto,1567,1
Mocenigo,Pasqualigo,1578,1
Mocenigo,Vitturi,1404,1
Mocenigo,Badoer,1567,1
Mocenigo,Barbarigo,1533,1
Mocenigo,Vitturi,1486,1
Mocenigo,Trevisan,1491,2
Mocenigo,Da Molin,1532,1
Mocenigo,Correr,1602,1
Mocenigo,Correr,1445,1
Mocenigo,Gritti,1492,1
Mocenigo,Bragadin,1610,1
Mocenigo,Renier,1495,1
Mocenigo,Zulian,1588,1
Mocenigo,Foscari,1611,1
Mocenigo,Valier,1605,1
Mocenigo,Giustinian,1631,1
Mocenigo,Marcello,1529,1
Mocenigo,Polani,1595,1
Mocenigo,Donato,1557,1
Mocenigo,Moro,1516,1
Mocenigo,Pisani,1610,1
Mocenigo,Emo,1623,1
Mocenigo,Tron,1637,1
Mocenigo,Foscari,1565,1
Mocenigo,Zeno,1577,2
Mocenigo,Zane,1421,1
Mocenigo,Gabriel,1432,1
Mocenigo,Collalto,1500,1
Mocenigo,Erizzo,1492,1
Mocenigo,Grimani,1591,1
Mocenigo,Badoer,1641,1
Mocenigo,Tiepolo,1690,1
Mocenigo,Venier,1699,2
Mocenigo,Pesaro,1627,1
Mocenigo,Querini,1533,1
Mocenigo,Dandolo,1456,1
Mocenigo,Morosini,,1
Mocenigo,Marcello,1521,1
Mocenigo,Gritti,1530,2
Mocenigo,Corner,1745,1
Mocenigo,Capello,1441,1
Mocenigo,Ruzier,1471,1
Mocenigo,Bragadin,1542,1
Mocenigo,Bernardo,1488,1
Mocenigo,Morosini,1547,1
Mocenigo,Priuli,1755,1
Mocenigo,Da Molin,1426,1
Mocenigo,Vendramin,1606,1
Mocenigo,Nani,1767,1
Mocenigo,Garzoni,1697,1
Mocenigo,Morosini,1564,1
Mocenigo,Nani,1650,1
Mocenigo,Magno,1524,1
Mocenigo,Contarini,1636,1
Mocenigo,Gabriel,1410,1
Mocenigo,Zane,1555,1
Mocenigo,Vendramin,1682,1
Mocenigo,Foscarini,1562,1
Mocenigo,Lando,1616,1
Mocenigo,Capello,1581,1
Mocenigo,Contarini,1524,1
Mocenigo,Contarini,1501,1
Mocenigo,Giustinian,1569,1
Mocenigo,Grimani,1571,2
Mocenigo,Ponte,1542,1
